notion_id,idea_theme,niche,batch_priority,batch_stage,method,legal_check,niche_research_stage,seed_keyword,notes,ideas_url,design_url,ai_design_link,details_url,date_start,date_end,notion_url
121,New Idea / Theme - Jesus Saves,,High,Research + Ideas,,false,Establish Demand,Jesus saves shirt,,https://docs.google.com/spreadsheets/d/18I-IoGhX-Lx2FGTcEQSyYCverlxyQZq6I0Wve1jzWwg/edit?gid=562546867#gid=562546867,,,https://docs.google.com/spreadsheets/d/19KgbMcdrjLG6DQQptoe-02HNISnsXL8bRNBAIwimylw/template/preview,2026-01-08,,https://app.notion.com/p/2e2ed686b47d80169a8fd795f251a612
120,Duck shirt,,High,Research + Ideas,,false,Establish Demand,His Way Is Better,,https://docs.google.com/spreadsheets/d/18I-IoGhX-Lx2FGTcEQSyYCverlxyQZq6I0Wve1jzWwg/edit?gid=562546867#gid=562546867,,,https://docs.google.com/spreadsheets/d/19KgbMcdrjLG6DQQptoe-02HNISnsXL8bRNBAIwimylw/template/preview,2026-01-07,,https://app.notion.com/p/2e1ed686b47d804db865dd5e8543248c
119,Winter shirt,,High,Research + Ideas,,false,Establish Demand,Jesus Is King,,https://docs.google.com/spreadsheets/d/18I-IoGhX-Lx2FGTcEQSyYCverlxyQZq6I0Wve1jzWwg/edit?gid=562546867#gid=562546867,,,https://docs.google.com/spreadsheets/d/19KgbMcdrjLG6DQQptoe-02HNISnsXL8bRNBAIwimylw/template/preview,2026-01-07,,https://app.notion.com/p/2e1ed686b47d80cd994cf34b03223b5a
118,America 250th Anniversary 1776,Religious,High,Research + Ideas,,false,Establish Demand,Made For More Tee,,https://docs.google.com/spreadsheets/d/18I-IoGhX-Lx2FGTcEQSyYCverlxyQZq6I0Wve1jzWwg/edit?gid=562546867#gid=562546867,,,https://docs.google.com/spreadsheets/d/19KgbMcdrjLG6DQQptoe-02HNISnsXL8bRNBAIwimylw/template/preview,2026-01-05,,https://app.notion.com/p/2dfed686b47d80c3894efdf94940bdeb
115,Spring Religious,,High,Research + Ideas,,false,Establish Demand,Love Like Jesus,,https://docs.google.com/spreadsheets/d/18I-IoGhX-Lx2FGTcEQSyYCverlxyQZq6I0Wve1jzWwg/edit?gid=562546867#gid=562546867,,,https://docs.google.com/spreadsheets/d/19KgbMcdrjLG6DQQptoe-02HNISnsXL8bRNBAIwimylw/template/preview,2026-01-05,,https://app.notion.com/p/2dfed686b47d80edb4d5c84ab1b34bc8
112,Love Like Jesus,Religious,High,Research + Ideas,,false,Establish Demand,Jesus Loves You,,https://docs.google.com/spreadsheets/d/18I-IoGhX-Lx2FGTcEQSyYCverlxyQZq6I0Wve1jzWwg/edit?gid=562546867#gid=562546867,,,https://docs.google.com/spreadsheets/d/19KgbMcdrjLG6DQQptoe-02HNISnsXL8bRNBAIwimylw/template/preview,2026-01-03,,https://app.notion.com/p/2dded686b47d80ec878bd71965ad30ff
13,QR Code,Religious,Low,Research + Ideas,,false,,,,https://docs.google.com/spreadsheets/d/18I-IoGhX-Lx2FGTcEQSyYCverlxyQZq6I0Wve1jzWwg/edit?gid=562546867#gid=562546867,,,https://docs.google.com/spreadsheets/d/19KgbMcdrjLG6DQQptoe-02HNISnsXL8bRNBAIwimylw/template/preview,2025-09-20T10:00:00Z,2025-09-20T10:30:00Z,https://app.notion.com/p/225ed686b47d8071bd60d7f53298e3b6
14,Nurse Shirt,Religious,Low,Research + Ideas,,false,Establish Demand,,,https://docs.google.com/spreadsheets/d/18I-IoGhX-Lx2FGTcEQSyYCverlxyQZq6I0Wve1jzWwg/edit?gid=562546867#gid=562546867,,,https://docs.google.com/spreadsheets/d/19KgbMcdrjLG6DQQptoe-02HNISnsXL8bRNBAIwimylw/template/preview,2025-08-08T09:30:00Z,2025-08-08T10:00:00Z,https://app.notion.com/p/225ed686b47d8094890dded6e00bd280
15,If It Was Easy Everyone Would Do It,Religious,Low,Research + Ideas,,false,,,,https://docs.google.com/spreadsheets/d/18I-IoGhX-Lx2FGTcEQSyYCverlxyQZq6I0Wve1jzWwg/edit?gid=562546867#gid=562546867,,,https://docs.google.com/spreadsheets/d/19KgbMcdrjLG6DQQptoe-02HNISnsXL8bRNBAIwimylw/template/preview,2025-07-05T14:00:00Z,,https://app.notion.com/p/225ed686b47d801d8d9ae7fdcd64e428
21,Today Is A Good Day To,Religious,Low,Research + Ideas,,false,,,,https://docs.google.com/spreadsheets/d/18I-IoGhX-Lx2FGTcEQSyYCverlxyQZq6I0Wve1jzWwg/edit?gid=562546867#gid=562546867,,,https://docs.google.com/spreadsheets/d/19KgbMcdrjLG6DQQptoe-02HNISnsXL8bRNBAIwimylw/template/preview,2025-07-04,,https://app.notion.com/p/226ed686b47d80a5990df071480417d0
22,I'm not responsible for my face,Religious,Low,Research + Ideas,,false,,,,https://docs.google.com/spreadsheets/d/18I-IoGhX-Lx2FGTcEQSyYCverlxyQZq6I0Wve1jzWwg/edit?gid=562546867#gid=562546867,,,,2025-07-04,,https://app.notion.com/p/226ed686b47d80a2a759f564f079968e
23,Taco Dirty To Me,Religious,Low,Research + Ideas,,false,,,,https://docs.google.com/spreadsheets/d/18I-IoGhX-Lx2FGTcEQSyYCverlxyQZq6I0Wve1jzWwg/edit?gid=562546867#gid=562546867,,,,2025-07-04,,https://app.notion.com/p/226ed686b47d8050a386e8473e9e7ea6
25,Etsy Search Farm,Religious,Low,Research + Ideas,,false,Establish Demand,,https://www.etsy.com/uk/search?q=farm&is_best_seller=true,https://docs.google.com/spreadsheets/d/18I-IoGhX-Lx2FGTcEQSyYCverlxyQZq6I0Wve1jzWwg/edit?gid=562546867#gid=562546867,,,,2025-07-04,,https://app.notion.com/p/226ed686b47d80129d60fd379670160d
26,Etsy Search - Its a good day,Religious,Low,Research + Ideas,,false,Establish Demand,,https://www.etsy.com/uk/search?q=its%20a%20good%20day,https://docs.google.com/spreadsheets/d/18I-IoGhX-Lx2FGTcEQSyYCverlxyQZq6I0Wve1jzWwg/edit?gid=562546867#gid=562546867,,,,2025-07-04,,https://app.notion.com/p/226ed686b47d80afab6ddc740e770ee9
28,Move With Intention - template,Religious,Low,Research + Ideas,,false,,,,https://docs.google.com/spreadsheets/d/18I-IoGhX-Lx2FGTcEQSyYCverlxyQZq6I0Wve1jzWwg/edit?gid=562546867#gid=562546867,,,,2025-07-04,,https://app.notion.com/p/226ed686b47d80b2a396f134d4cc6be4
30,To My Significant Otter,Religious,Low,Research + Ideas,,false,,,,https://docs.google.com/spreadsheets/d/18I-IoGhX-Lx2FGTcEQSyYCverlxyQZq6I0Wve1jzWwg/edit?gid=562546867#gid=562546867,,,,2025-07-04,,https://app.notion.com/p/226ed686b47d80279577c12f515c57fe
31,"Baking, Its Cheaper Than Therapy",Religious,Low,Research + Ideas,,false,,,,https://docs.google.com/spreadsheets/d/18I-IoGhX-Lx2FGTcEQSyYCverlxyQZq6I0Wve1jzWwg/edit?gid=562546867#gid=562546867,,,,2025-07-04,,https://app.notion.com/p/226ed686b47d8099a7b9f7c090ee26c2
32,Cow in Cat Position Yoga,Religious,Low,Research + Ideas,,false,,,,https://docs.google.com/spreadsheets/d/18I-IoGhX-Lx2FGTcEQSyYCverlxyQZq6I0Wve1jzWwg/edit?gid=562546867#gid=562546867,,,,2025-07-04,,https://app.notion.com/p/226ed686b47d80938bf1f4a0682d4461
33,Cat in Cow Position Yoga,Religious,Low,Research + Ideas,,false,,,,https://docs.google.com/spreadsheets/d/18I-IoGhX-Lx2FGTcEQSyYCverlxyQZq6I0Wve1jzWwg/edit?gid=562546867#gid=562546867,,,,2025-07-04,,https://app.notion.com/p/226ed686b47d80cebaecddb42bd09799
35,Namas Latte,Religious,Low,Research + Ideas,,false,,,,https://docs.google.com/spreadsheets/d/18I-IoGhX-Lx2FGTcEQSyYCverlxyQZq6I0Wve1jzWwg/edit?gid=562546867#gid=562546867,,,,2025-09-24T12:30:00Z,2025-09-24T13:00:00Z,https://app.notion.com/p/226ed686b47d806b857fd0513233e37d
36,Its a Good Day to Start - apply to lots,Religious,Low,Research + Ideas,,false,,,,https://docs.google.com/spreadsheets/d/18I-IoGhX-Lx2FGTcEQSyYCverlxyQZq6I0Wve1jzWwg/edit?gid=562546867#gid=562546867,,,,2025-07-04,,https://app.notion.com/p/226ed686b47d80c198f4eed508934655
38,Lettuce Bee Ideas,Religious,Low,Research + Ideas,,false,,,,https://docs.google.com/spreadsheets/d/18I-IoGhX-Lx2FGTcEQSyYCverlxyQZq6I0Wve1jzWwg/edit?gid=562546867#gid=562546867,,,,2025-07-04,,https://app.notion.com/p/226ed686b47d803aa120ddb81d1124d0
58,Vintage Fruit,Religious,Low,Research + Ideas,Whats Working,false,,,,https://docs.google.com/spreadsheets/d/18I-IoGhX-Lx2FGTcEQSyYCverlxyQZq6I0Wve1jzWwg/edit?gid=562546867#gid=562546867,,,https://docs.google.com/spreadsheets/d/1rmVD7Ar9ZlmCrgpm_7HWRLXr9VG1EabTNT6JhfsCuUY/edit,2025-07-04T00:15:00Z,2025-07-04T00:15:00Z,https://app.notion.com/p/22ded686b47d80d99e14e711ad71deb1
53,Bachelorette Designs,Religious,Low,Research + Ideas,,false,Gap in Market,,,https://docs.google.com/spreadsheets/d/18I-IoGhX-Lx2FGTcEQSyYCverlxyQZq6I0Wve1jzWwg/edit?gid=562546867#gid=562546867,,,,2025-09-27T12:00:00Z,2025-09-27T12:30:00Z,https://app.notion.com/p/227ed686b47d804d9932d9b9cddf2f06
52,Line drawings of flowers and animals - copy top designs,Religious,Low,Research + Ideas,,false,Gap in Market,,,https://docs.google.com/spreadsheets/d/18I-IoGhX-Lx2FGTcEQSyYCverlxyQZq6I0Wve1jzWwg/edit?gid=562546867#gid=562546867,,,,2025-09-26T12:15:00Z,2025-09-26T12:45:00Z,https://app.notion.com/p/227ed686b47d80a4b3c4dc68471570e5
51,Animals and Fruits in flower designs,Religious,Low,Research + Ideas,,false,Establish Demand,,,https://docs.google.com/spreadsheets/d/18I-IoGhX-Lx2FGTcEQSyYCverlxyQZq6I0Wve1jzWwg/edit?gid=562546867#gid=562546867,,,,2025-09-27T12:45:00Z,2025-09-27T13:15:00Z,https://app.notion.com/p/227ed686b47d80ff9bcdd966e3e6db2f
48,Floral Designs / Vintage,Religious,Low,Research + Ideas,Whats Working,false,Establish Demand,,,https://docs.google.com/spreadsheets/d/18I-IoGhX-Lx2FGTcEQSyYCverlxyQZq6I0Wve1jzWwg/edit?gid=562546867#gid=562546867,https://www.canva.com/design/DAGwKMqDFHU/Ju35PQc2mOh6gBBj2Nogtw/edit,,,2025-09-26T11:00:00Z,2025-09-26T11:30:00Z,https://app.notion.com/p/226ed686b47d804a9dceef1c8fbf2e00
45,T-shirts Bible verse Comfort Colors,Religious,Low,Research + Ideas,Add Value,false,Establish Phrases,,,https://docs.google.com/spreadsheets/d/18I-IoGhX-Lx2FGTcEQSyYCverlxyQZq6I0Wve1jzWwg/edit?gid=562546867#gid=562546867,,,https://docs.google.com/spreadsheets/d/19KgbMcdrjLG6DQQptoe-02HNISnsXL8bRNBAIwimylw/edit,2025-09-26T11:30:00Z,2025-09-26T12:15:00Z,https://app.notion.com/p/226ed686b47d80b8abb6c66433e0d5c3
44,Personalised Birthday,Religious,Low,Research + Ideas,,false,Establish Demand,,,https://docs.google.com/spreadsheets/d/18I-IoGhX-Lx2FGTcEQSyYCverlxyQZq6I0Wve1jzWwg/edit?gid=562546867#gid=562546867,,,,2025-09-27T13:30:00Z,2025-09-27T14:00:00Z,https://app.notion.com/p/226ed686b47d807cbbdffe334c057e74
43,Custom Animal/Pet Designs - Cassiy Vid,Religious,Low,Research + Ideas,,false,Establish Demand,,https://www.etsy.com/uk/listing/1687366433/custom-comfort-colors-vintage-bootleg,https://docs.google.com/spreadsheets/d/18I-IoGhX-Lx2FGTcEQSyYCverlxyQZq6I0Wve1jzWwg/edit?gid=562546867#gid=562546867,,,,2025-09-26T10:30:00Z,2025-09-26T11:00:00Z,https://app.notion.com/p/226ed686b47d808f917efcc5479eab25
70,Bears,Religious,Low,Research + Ideas,,false,Establish Demand,,,https://docs.google.com/spreadsheets/d/18I-IoGhX-Lx2FGTcEQSyYCverlxyQZq6I0Wve1jzWwg/edit?gid=562546867#gid=562546867,https://www.canva.com/design/DAGvHtXqAtA/-HDAeHC3d4Fd6LWehosIAg/edit,,,2025-08-04,,https://app.notion.com/p/245ed686b47d808b8870ed7ce4e3ec21
105,Sell more flowers that have done well,Religious,Low,Research + Ideas,,false,Establish Demand,God is Good shirt,,https://docs.google.com/spreadsheets/d/18I-IoGhX-Lx2FGTcEQSyYCverlxyQZq6I0Wve1jzWwg/edit?gid=562546867#gid=562546867,,,,2026-01-01,,https://app.notion.com/p/2dbed686b47d80159bb0d2eba703e350
104,Flowers and animals combined,Religious,Low,Research + Ideas,,true,Establish Demand,Couple Christian Shirt,,https://docs.google.com/spreadsheets/d/18I-IoGhX-Lx2FGTcEQSyYCverlxyQZq6I0Wve1jzWwg/edit?gid=562546867#gid=562546867,,,,2026-01-01,,https://app.notion.com/p/2dbed686b47d8087bb41cf8ad2bf79d7
103,Floral embroidered,Religious,Low,Research + Ideas,,false,Establish Demand,Church Merch,,https://docs.google.com/spreadsheets/d/18I-IoGhX-Lx2FGTcEQSyYCverlxyQZq6I0Wve1jzWwg/edit?gid=562546867#gid=562546867,,,,2026-01-01,,https://app.notion.com/p/2dbed686b47d80b19d56d2da320dcd3d
102,Ill be in my office,Religious,Low,Research + Ideas,,false,Establish Demand,Christian Shirt Fishers of Men,,https://docs.google.com/spreadsheets/d/18I-IoGhX-Lx2FGTcEQSyYCverlxyQZq6I0Wve1jzWwg/edit?gid=562546867#gid=562546867,,,,2025-12-31,,https://app.notion.com/p/2d8ed686b47d8060bd4df975780ed92c
101,67 Trend on Bible,Religious,Low,Research + Ideas,,false,Establish Demand,Coquette Christian,,https://docs.google.com/spreadsheets/d/18I-IoGhX-Lx2FGTcEQSyYCverlxyQZq6I0Wve1jzWwg/edit?gid=562546867#gid=562546867,,,,2025-12-29,,https://app.notion.com/p/2d8ed686b47d8011b1d1f0cb3ee01a22
100,Reading Month March,Religious,Low,Research + Ideas,,false,Establish Demand,Jesus Quote Shirt,,https://docs.google.com/spreadsheets/d/18I-IoGhX-Lx2FGTcEQSyYCverlxyQZq6I0Wve1jzWwg/edit?gid=562546867#gid=562546867,,,,2025-12-29,,https://app.notion.com/p/2d8ed686b47d802c8f38f7d38f12d723
99,Idea group listings valentines mother and baby son,Religious,Low,Research + Ideas,,false,Establish Demand,Fruit of the Spirit,,https://docs.google.com/spreadsheets/d/18I-IoGhX-Lx2FGTcEQSyYCverlxyQZq6I0Wve1jzWwg/edit?gid=562546867#gid=562546867,,,,2025-12-29,,https://app.notion.com/p/2d8ed686b47d8068b0e2fa03cd545919
97,Winter Shirt,Religious,Low,Research + Ideas,,false,Establish Demand,Armor of God,,https://docs.google.com/spreadsheets/d/18I-IoGhX-Lx2FGTcEQSyYCverlxyQZq6I0Wve1jzWwg/edit?gid=562546867#gid=562546867,,,,2025-10-11,,https://app.notion.com/p/289ed686b47d809c8de2dcf6fe5843f5
96,Vintage Fruits,Religious,Low,Research + Ideas,,false,Establish Demand,,,https://docs.google.com/spreadsheets/d/18I-IoGhX-Lx2FGTcEQSyYCverlxyQZq6I0Wve1jzWwg/edit?gid=562546867#gid=562546867,https://www.canva.com/design/DAGzQsfak-8/IKSC79-3BmyjZodXYPelRg/edit,,,2025-09-17,,https://app.notion.com/p/271ed686b47d80b397a2d553987f6f29
95,Books / Bookworm,Religious,Low,Research + Ideas,,false,Establish Demand,,,https://docs.google.com/spreadsheets/d/18I-IoGhX-Lx2FGTcEQSyYCverlxyQZq6I0Wve1jzWwg/edit?gid=562546867#gid=562546867,,,https://docs.google.com/spreadsheets/d/1JaDqg3292s1IcpGp3NHVptFlDUaBqHl-hM6th3KFNqI/edit,2026-01-10T14:00:00Z,2026-01-10T14:30:00Z,https://app.notion.com/p/253ed686b47d8042a292e0a99639d323
93,ill be in my office x 30,Religious,Low,Research + Ideas,,false,Establish Demand,,,https://docs.google.com/spreadsheets/d/18I-IoGhX-Lx2FGTcEQSyYCverlxyQZq6I0Wve1jzWwg/edit?gid=562546867#gid=562546867,,,,2025-09-24T13:45:00Z,2025-09-24T14:15:00Z,https://app.notion.com/p/e43c0cd6c0384054b438fdcb3b0629c8
90,Do 15 flower listings,Religious,Low,Research + Ideas,,false,Establish Demand,,,https://docs.google.com/spreadsheets/d/18I-IoGhX-Lx2FGTcEQSyYCverlxyQZq6I0Wve1jzWwg/edit?gid=562546867#gid=562546867,,,,2025-08-16T08:15:00Z,2025-08-16T08:45:00Z,https://app.notion.com/p/5bea3ab59e404e04b47c2f9161a8db26
85,tis the season,Religious,Low,Research + Ideas,,false,Establish Demand,,,https://docs.google.com/spreadsheets/d/18I-IoGhX-Lx2FGTcEQSyYCverlxyQZq6I0Wve1jzWwg/edit?gid=562546867#gid=562546867,,,,2025-08-11T15:15:00Z,2025-08-11T15:45:00Z,https://app.notion.com/p/b2a0690c1d374fc5b77ed9e54619e762
84,Figure out 2 designs hallelujah and other - do 15 listings,Religious,Low,Research + Ideas,,false,Establish Demand,,,https://docs.google.com/spreadsheets/d/18I-IoGhX-Lx2FGTcEQSyYCverlxyQZq6I0Wve1jzWwg/edit?gid=562546867#gid=562546867,,,,2025-08-08T14:45:00Z,2025-08-08T15:15:00Z,https://app.notion.com/p/d62777eccfb44560ba7f5fdccd443a1c
78,T-shirts Bible verse Comfort Colors (1),Religious,Low,Research + Ideas,Changes Within Niche,false,Establish Demand,,,https://docs.google.com/spreadsheets/d/18I-IoGhX-Lx2FGTcEQSyYCverlxyQZq6I0Wve1jzWwg/edit?gid=562546867#gid=562546867,,,https://docs.google.com/spreadsheets/d/19KgbMcdrjLG6DQQptoe-02HNISnsXL8bRNBAIwimylw/edit,2025-09-26T08:15:00Z,2025-09-26T09:00:00Z,https://app.notion.com/p/248ed686b47d806aa003fa4e0c186d49
77,Vintage Flowers,Religious,Low,Research + Ideas,,false,Establish Demand,,,https://docs.google.com/spreadsheets/d/18I-IoGhX-Lx2FGTcEQSyYCverlxyQZq6I0Wve1jzWwg/edit?gid=562546867#gid=562546867,,,,2025-08-07,,https://app.notion.com/p/248ed686b47d80beb6a7e890c021d49a
76,Fall,Religious,Low,Research + Ideas,Add Value,false,Establish Demand,,,https://docs.google.com/spreadsheets/d/18I-IoGhX-Lx2FGTcEQSyYCverlxyQZq6I0Wve1jzWwg/edit?gid=562546867#gid=562546867,,,,2025-08-06,,https://app.notion.com/p/247ed686b47d80958e86f5cc3d3495fb
75,Halloween,Religious,Low,Research + Ideas,,false,Establish Demand,,,https://docs.google.com/spreadsheets/d/18I-IoGhX-Lx2FGTcEQSyYCverlxyQZq6I0Wve1jzWwg/edit?gid=562546867#gid=562546867,,,,2025-08-06,,https://app.notion.com/p/247ed686b47d8096bd25c789a90f4cdc
